text,label,score,all_labels,all_scores,text_short
"Ein wesentliches Bestreben unserer Personal strategie besteht deshalb darin, Mitarbeiter aus traditionellen Produktionsbereichen in den benötigten Aufgabenfeldern entlang unserer Konzernstrategie NEW AUTO zu qualifizieren. Es ist zudem damit zu rechnen, dass die weitere Umsetzung der Konzernstrategie NEW AUTO und die Transformation zu einem softwareorientierten Unternehmen zu einer Ungleich zeitigkeit in der Personalentwicklung führen kann, auf die es sich vorzubereiten gilt.",vage Behauptung,0.4330146610736847,"['vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage', 'konkrete Maßnahme']","[0.4330146610736847, 0.3416150212287903, 0.22537030279636383]","Ein wesentliches Bestreben unserer Personal strategie besteht deshalb darin, Mitarbeiter aus traditionellen Produktionsbereichen in den benötigten Auf"
Transformation im Personalbereich als Fokusthema der Konzernstrategie Die Verantwortung für „Menschen in der Transformation“ steht im Zentrum unserer aktuellen und zukünftigen Aktivi täten im Personalbereich. Diese Verantwortung reicht jedoch noch darüber hinaus: Für den Volkswagen Konzern ist die Transformation der Belegschaft im Rahmen seiner Konzern strategie NEW AUTO als eines der Fokusthemen definiert.,fragwürdige Nachhaltigkeitsaussage,0.5793749690055847,"['fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung', 'konkrete Maßnahme']","[0.5793749690055847, 0.22781164944171906, 0.19281332194805145]",Transformation im Personalbereich als Fokusthema der Konzernstrategie Die Verantwortung für „Menschen in der Transformation“ steht im Zentrum unserer 
Außerdem haben wir das Thema in einer eigenen Konzern initiative „People & Transformation“ auf den Weg gebracht. Eine Schlüsselrolle spielt dabei die vom Konzernvorstand 2021 verabschiedete Personalstrategie (Group People Strategy) für unsere drei Markengruppen mit dem Titel „Transform to Tech“. Auch im Berichtsjahr führte der Volkswagen Konzern zentrale und erfolgreiche Ansätze seiner Personalpolitik fort.,vage Behauptung,0.3596544861793518,"['vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage', 'konkrete Maßnahme']","[0.3596544861793518, 0.34412482380867004, 0.29622069001197815]",Außerdem haben wir das Thema in einer eigenen Konzern initiative „People & Transformation“ auf den Weg gebracht. Eine Schlüsselrolle spielt dabei die 
"GRI 402-1 Inhalt Unternehmens-DNA | Dekarbonisierung | Kreislaufwirtschaft | Menschen in der Transformation | Vielfalt | Integrität und Compliance | Lieferkette und Menschenrechte 93 Hierzu gehören die ausgeprägte Stakeholder-Orientierung in der Unternehmens-Governance, umfassende Partizipations rechte für die Mitarbeiter, zukunftsgerichtete Qualifizie rungsmöglichkeiten und das Leitbild langfristiger Betriebs zugehörigkeit durch systematische Mitarbeiterbindung.",fragwürdige Nachhaltigkeitsaussage,0.37227222323417664,"['fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung', 'konkrete Maßnahme']","[0.37227222323417664, 0.31636595726013184, 0.3113618791103363]",GRI 402-1 Inhalt Unternehmens-DNA | Dekarbonisierung | Kreislaufwirtschaft | Menschen in der Transformation | Vielfalt | Integrität und Compliance | L
"Hinzu kommt der Anspruch, die Vergütung fair und transpa rent zu gestalten. Gleichzeitig setzt die Personalstrategie innovative Akzente: Das Mitarbeitererleben (Employee Experience) wird syste matisch verbessert, die Teams werden als wichtigste Einheiten der Unternehmensorganisation gestärkt und moderne Arbeits formen wie agiles Arbeiten sollen ausgebaut werden. So möchten wir unsere Arbeitgeberattraktivität steigern und die Leistungsfähigkeit unserer Organisation erhöhen.",konkrete Maßnahme,0.4516509175300598,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.4516509175300598, 0.3174683153629303, 0.23088079690933228]","Hinzu kommt der Anspruch, die Vergütung fair und transpa rent zu gestalten. Gleichzeitig setzt die Personalstrategie innovative Akzente: Das Mitarbeit"
"Aligned with society & environment Outstanding culture & sense of belonging Best performing teams Excellent employee experience We@Volkswagen and the world around us All of us@Volkswagen Teams@Volkswagen Me@Volkswagen Unser Ansatz: vier Dimensionen der Group People Strategy Im Rahmen der Personalstrategie haben wir verschiedene Dimensionen identifiziert, mit dem Ziel, die Bedürfnisse und Erwartungen der Mitarbeiter ganzheitlich zu erfassen.",konkrete Maßnahme,0.46422380208969116,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.46422380208969116, 0.3041466474533081, 0.23162952065467834]",Aligned with society & environment Outstanding culture & sense of belonging Best performing teams Excellent employee experience We@Volkswagen and the 
Deshalb stellt die Qualifizierung unserer Be schäftigten und die Anpassung an neue Tätigkeiten und GRI 404-2 Inhalt Unternehmens-DNA | Dekarbonisierung | Kreislaufwirtschaft | Menschen in der Transformation | Vielfalt | Integrität und Compliance | Lieferkette und Menschenrechte 94 Berufsprofile ein zentrales Handlungsfeld der Transformation der Belegschaft dar.,konkrete Maßnahme,0.524651288986206,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.524651288986206, 0.2620674967765808, 0.21328121423721313]",Deshalb stellt die Qualifizierung unserer Be schäftigten und die Anpassung an neue Tätigkeiten und GRI 404-2 Inhalt Unternehmens-DNA | Dekarbonisierun
"Im Jahr 2023 lernten im Durchschnitt 882 Studierende in Berlin, Wolfsburg und Prag von- und miteinander in diesem innovativen Ausbildungs konzept. Wie an der École 42 in Paris steht die gebührenfreie Ausbildung Bewerbern auch ohne Schul- oder Hochschul abschluss und unabhängig von Alter, Geschlecht und Her kunft offen. Ausgebildete Fachkräfte haben bei der für die Aus- und Wei terbildung verantwortlichen Volkswagen Group Academy die Wahl aus einem breiten Spektrum von Qualifizierungen.",konkrete Maßnahme,0.37690630555152893,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.37690630555152893, 0.361685574054718, 0.2614080607891083]","Im Jahr 2023 lernten im Durchschnitt 882 Studierende in Berlin, Wolfsburg und Prag von- und miteinander in diesem innovativen Ausbildungs konzept. Wie"
"GRI 404-2 Inhalt Unternehmens-DNA | Dekarbonisierung | Kreislaufwirtschaft | Menschen in der Transformation | Vielfalt | Integrität und Compliance | Lieferkette und Menschenrechte 95 Bei unseren umfangreichen Qualifizierungsmaßnahmen legen wir Wert auf eine übergeordnete Systematik und einheitliche Standards. Dies gilt auch für unsere aktuell eingesetzten Führungs- und Managementprogramme, die in der folgenden Übersicht zusammengefasst sind.",vage Behauptung,0.44583532214164734,"['vage Behauptung', 'konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage']","[0.44583532214164734, 0.30689743161201477, 0.24726726114749908]",GRI 404-2 Inhalt Unternehmens-DNA | Dekarbonisierung | Kreislaufwirtschaft | Menschen in der Transformation | Vielfalt | Integrität und Compliance | L
"Bestandteil des LDP UA sind auch Inhalte zur Reflexion des eigenen Führungsstils. Volkswagen Pkw, Volkswagen Nutzfahrzeuge, CARIAD, Volkswagen Financial Services AG Unterabteilungsleiter Management-Development-Programm Das Management-Development-Programm für angehende Manager legt den Fokus auf Diversität, Business-Management sowie Selbstverantwortung und Agiles Mindset.",fragwürdige Nachhaltigkeitsaussage,0.45179659128189087,"['fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung', 'konkrete Maßnahme']","[0.45179659128189087, 0.27952441573143005, 0.2686789929866791]","Bestandteil des LDP UA sind auch Inhalte zur Reflexion des eigenen Führungsstils. Volkswagen Pkw, Volkswagen Nutzfahrzeuge, CARIAD, Volkswagen Financi"
"Beispielsweise wird mit der Qualifizierung „Building a sustainable organization. Together.“ vermittelt, wie Nachhaltigkeit bei operativen Managemententscheidungen berücksichtigt werden kann. Volkswagen Pkw, AUDI AG, CARIAD, TRATON SE Managementkreis, Oberer Managementkreis, Top-Managementkreis 1 Zur besseren Lesbarkeit wurde eine beispielhafte Auswahl getroffen und auf die Nennung von Tochter- und Kleinstgesellschaften verzichtet.",fragwürdige Nachhaltigkeitsaussage,0.5026982426643372,"['fragwürdige Nachhaltigkeitsaussage', 'konkrete Maßnahme', 'vage Behauptung']","[0.5026982426643372, 0.3096248209476471, 0.18767701089382172]","Beispielsweise wird mit der Qualifizierung „Building a sustainable organization. Together.“ vermittelt, wie Nachhaltigkeit bei operativen Managementen"
"GRI 404-2 Inhalt Unternehmens-DNA | Dekarbonisierung | Kreislaufwirtschaft | Menschen in der Transformation | Vielfalt | Integrität und Compliance | Lieferkette und Menschenrechte 96 sollen. Gleiches gilt für Möglichkeiten, digital zusammenzu arbeiten. Diese neuen Ansätze der Arbeitsorganisation ergänzen bereits bestehende Instrumente, wie zum Beispiel flexible Arbeitszeitmodelle.",fragwürdige Nachhaltigkeitsaussage,0.37823623418807983,"['fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung', 'konkrete Maßnahme']","[0.37823623418807983, 0.3512623906135559, 0.27050137519836426]",GRI 404-2 Inhalt Unternehmens-DNA | Dekarbonisierung | Kreislaufwirtschaft | Menschen in der Transformation | Vielfalt | Integrität und Compliance | L
"Der Stimmungsindex im Volkswagen Konzern lag 2023 bei 82,5 von 100 möglichen Indexpunkten und damit leicht über dem Niveau des Vorjahres. Eigene Ideen erfolgreich einbringen Die Mitarbeiter übernehmen mit ihrer Kreativität, ihrem Wissen und ihrer Initiative Verantwortung für die Verbesserung der Prozesse und Produkte und tragen so dazu bei, die Nachhal tigkeitsziele zu erreichen.",fragwürdige Nachhaltigkeitsaussage,0.522167444229126,"['fragwürdige Nachhaltigkeitsaussage', 'konkrete Maßnahme', 'vage Behauptung']","[0.522167444229126, 0.2499898225069046, 0.22784271836280823]","Der Stimmungsindex im Volkswagen Konzern lag 2023 bei 82,5 von 100 möglichen Indexpunkten und damit leicht über dem Niveau des Vorjahres. Eigene Ideen"
"Sie erfordern eine Anpassung der Bürowelten und Arbeits methoden, die kollaboratives und flexibles Arbeiten erleichtern GRI 404-2 Inhalt Unternehmens-DNA | Dekarbonisierung | Kreislaufwirtschaft | Menschen in der Transformation | Vielfalt | Integrität und Compliance | Lieferkette und Menschenrechte 97 Initiativen in der Dimension „All of us@ Volkswagen“ Das gemeinsame Wertefundament für alle Marken und Gesell schaften des Konzerns bilden die Volkswagen Konzerngrund sätze.",konkrete Maßnahme,0.42325419187545776,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.42325419187545776, 0.37812963128089905, 0.1986161768436432]","Sie erfordern eine Anpassung der Bürowelten und Arbeits methoden, die kollaboratives und flexibles Arbeiten erleichtern GRI 404-2 Inhalt Unternehmens-"
"Sieben einfache Sätze formulieren, wofür das Unter nehmen steht: „Wir tragen Verantwortung für Umwelt und Gesellschaft“, „Wir sind aufrichtig und sprechen an, was nicht in Ordnung ist“, „Wir wagen Neues“, „Wir leben Vielfalt“, „Wir sind stolz auf die Ergebnisse unserer Arbeit“, „Wir statt ich“, „Wir halten Wort“.",konkrete Maßnahme,0.4712594747543335,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.4712594747543335, 0.3234110176563263, 0.20532947778701782]","Sieben einfache Sätze formulieren, wofür das Unter nehmen steht: „Wir tragen Verantwortung für Umwelt und Gesellschaft“, „Wir sind aufrichtig und spre"
"Eine Beteiligung der Belegschaft am Erfolg des Unter nehmens in Form eines Mitarbeiteraktienprogramms – wie etwa ein Aktienoptionsplan – wird derzeit nicht angeboten. GRI 401-2, 404-2 Inhalt Unternehmens-DNA | Dekarbonisierung | Kreislaufwirtschaft | Menschen in der Transformation | Vielfalt | Integrität und Compliance | Lieferkette und Menschenrechte 98 Vorjahr wurden 86,6 Punkte erreicht.",fragwürdige Nachhaltigkeitsaussage,0.6277896761894226,"['fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung', 'konkrete Maßnahme']","[0.6277896761894226, 0.2992156744003296, 0.072994664311409]",Eine Beteiligung der Belegschaft am Erfolg des Unter nehmens in Form eines Mitarbeiteraktienprogramms – wie etwa ein Aktienoptionsplan – wird derzeit 
"Die Kennzahl untermauert insbesondere den Anspruch der Personalstrategie, mit ihren Maßnahmen zu einer vor bildlichen Führungs- und Unternehmenskultur beizutragen. Vielfalt • Umsetzungsstand Strategische Personalplanung: Die strategische Personalplanung ergänzt die operative Perso nalplanung um eine qualitative, langfristige sowie strate gische Planungsperspektive.",konkrete Maßnahme,0.6215229630470276,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.6215229630470276, 0.20756575465202332, 0.1709112972021103]","Die Kennzahl untermauert insbesondere den Anspruch der Personalstrategie, mit ihren Maßnahmen zu einer vor bildlichen Führungs- und Unternehmenskultur"
"Wir arbeiten in 35 Ländern Europas und in 37 Ländern Nord- und Süd amerikas, Asiens, Australiens und Afrikas und betreiben welt weit 115 Produktionsstandorte. Überall dort übernehmen wir Verantwortung für die Mitarbeiter und ihre Familien, aber auch für die soziale und wirtschaftliche Entwicklung rund um unsere Standorte.",vage Behauptung,0.4239339828491211,"['vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage', 'konkrete Maßnahme']","[0.4239339828491211, 0.35245195031166077, 0.22361412644386292]","Wir arbeiten in 35 Ländern Europas und in 37 Ländern Nord- und Süd amerikas, Asiens, Australiens und Afrikas und betreiben welt weit 115 Produktionsst"
"Zusammen mit ihnen übernehmen wir auch über unser Kern geschäft hinaus Verantwortung – zum Beispiel durch Stiftungs arbeit und Corporate Volunteering (Mitarbeiterengagement). Die Themen unseres gesellschaftlichen Engagements er strecken sich von Bildung, Kultur, Diversity, Erinnerungskultur, Klima- und Umweltschutz über diverse Standortengagements. Mehr Informationen hierzu finden sich im Kapitel Corporate Citizenship.",fragwürdige Nachhaltigkeitsaussage,0.42598778009414673,"['fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung', 'konkrete Maßnahme']","[0.42598778009414673, 0.3741913437843323, 0.19982093572616577]",Zusammen mit ihnen übernehmen wir auch über unser Kern geschäft hinaus Verantwortung – zum Beispiel durch Stiftungs arbeit und Corporate Volunteering 
"GRI 2-7, 404-1 Inhalt Unternehmens-DNA | Dekarbonisierung | Kreislaufwirtschaft | Menschen in der Transformation | Vielfalt | Integrität und Compliance | Lieferkette und Menschenrechte 99 Strategische Ausrichtung Arbeits- und Gesundheitsschutz sind für uns keine isolierten Themen, sondern untrennbare Elemente der konzernweiten Nachhaltigkeitsstrategie. Sie erkennt die enge Verbindung zwischen dem Wohlbefinden unserer Beschäftigten, der betrieblichen Effizienz und unserem langfristigen Erfolg.",vage Behauptung,0.5582425594329834,"['vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage', 'konkrete Maßnahme']","[0.5582425594329834, 0.2914661467075348, 0.15029126405715942]","GRI 2-7, 404-1 Inhalt Unternehmens-DNA | Dekarbonisierung | Kreislaufwirtschaft | Menschen in der Transformation | Vielfalt | Integrität und Complianc"
"Richtlinien und Politiken regeln Arbeits- und Gesundheitsschutz Eine Konzernrichtlinie regelt die Verantwortung für Gesund heitswesen und Arbeitsschutz einheitlich für alle Marken und Gesellschaften des Konzerns. Diese Richtlinie wurde 2023 überarbeitet, um Anforderungen zum Arbeits- und Gesund heitsschutz für alle Gesellschaften des Konzerns verbindlich vorzugeben.",konkrete Maßnahme,0.503481924533844,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.503481924533844, 0.25613030791282654, 0.24038773775100708]",Richtlinien und Politiken regeln Arbeits- und Gesundheitsschutz Eine Konzernrichtlinie regelt die Verantwortung für Gesund heitswesen und Arbeitsschut
"Strategie „Safety First“ Nachhaltige Arbeitssicherheit bedeutet für uns, dass Be schäftigte während ihrer Arbeit keinen Unfall erleiden. Mit der Strategie „Safety First“ unterstützt Volkswagen dieses Ziel. Die Vision dieser Strategie ist es, „Safety First“ als Leitge danken im Handeln aller Vorgesetzten und Beschäftigten zu verankern. Alle Prozesse des Arbeitsschutzes sollen bekannt sein und sicher angewandt werden.",konkrete Maßnahme,0.45223888754844666,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.45223888754844666, 0.2831476032733917, 0.2646135687828064]","Strategie „Safety First“ Nachhaltige Arbeitssicherheit bedeutet für uns, dass Be schäftigte während ihrer Arbeit keinen Unfall erleiden. Mit der Strat"
"Nachhaltigkeit im Kontext von Arbeits- und Gesundheitsschutz bedeutet für uns, lang fristige Strategien und Maßnahmen zu entwickeln und umzu setzen, die darauf abzielen, die Sicherheit und Gesundheit der Beschäftigten zu gewährleisten und gleichzeitig ökologische und soziale Aspekte zu berücksichtigen. Diese langfristige Orientierung erleichtert dem Volkswagen Konzern zudem den Umgang mit dem demografischen Wandel, der für viele In dustrieländer typisch ist.",konkrete Maßnahme,0.6727244257926941,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.6727244257926941, 0.20636452734470367, 0.12091100215911865]","Nachhaltigkeit im Kontext von Arbeits- und Gesundheitsschutz bedeutet für uns, lang fristige Strategien und Maßnahmen zu entwickeln und umzu setzen, d"
"GRI 403-3 Inhalt Unternehmens-DNA | Dekarbonisierung | Kreislaufwirtschaft | Menschen in der Transformation | Vielfalt | Integrität und Compliance | Lieferkette und Menschenrechte 100 Die Strategie „Safety First“ sieht vor, dass alle Produktions standorte des Volkswagen Konzerns die Standards der ISO-45001-Managementsysteme für Sicherheit und Gesund heit bei der Arbeit erfüllen. Bis 2026 sind alle Produktions standorte mit mehr als 1.000 eigenen Beschäftigten nach der ISO 45001 zu zertifizieren.",konkrete Maßnahme,0.5417266488075256,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.5417266488075256, 0.23499521613121033, 0.22327814996242523]",GRI 403-3 Inhalt Unternehmens-DNA | Dekarbonisierung | Kreislaufwirtschaft | Menschen in der Transformation | Vielfalt | Integrität und Compliance | L
"Die Umsetzung der Strategie wird dadurch unterstützt, dass die Marken und Gesellschaften zu ihren Fortschritten und Maßnahmen berichten und sich austauschen. 2023 haben wir zudem ein Netzwerktreffen etabliert, bei dem sich Ansprechpersonen der verschiedenen Marken zu Themen des Arbeits- und Gesundheitsschutzes austauschen.",konkrete Maßnahme,0.39155346155166626,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.39155346155166626, 0.31675079464912415, 0.2916957437992096]","Die Umsetzung der Strategie wird dadurch unterstützt, dass die Marken und Gesellschaften zu ihren Fortschritten und Maßnahmen berichten und sich austa"
"Wirksamkeit messen Um die aktuelle Performance der Konzerngesellschaften im Bereich Arbeits- und Gesundheitsschutz zu evaluieren, führte der Volkswagen Konzern im Berichtsjahr eine Risikoanalyse, basierend auf Fragebögen zur Selbsteinschätzung, auf Ebene der Gesellschaften durch. So konnten wir mögliche Verbes serungspotenziale identifizieren und Maßnahmen zur Redu zierung nachhaltigkeitsbezogener Risiken einleiten.",fragwürdige Nachhaltigkeitsaussage,0.6916369795799255,"['fragwürdige Nachhaltigkeitsaussage', 'konkrete Maßnahme', 'vage Behauptung']","[0.6916369795799255, 0.19427336752414703, 0.11408966034650803]","Wirksamkeit messen Um die aktuelle Performance der Konzerngesellschaften im Bereich Arbeits- und Gesundheitsschutz zu evaluieren, führte der Volkswage"
"GRI 403-1, 403-2, 403-4, 403-6, 403-8, 403-9 Inhalt Unternehmens-DNA | Dekarbonisierung | Kreislaufwirtschaft | Menschen in der Transformation | Vielfalt | Integrität und Compliance | Lieferkette und Menschenrechte Kennzahlen Menschen in der Transformation1 Einheit 2023 2022 Hinweise und Kommentare Anzahl der Länder, in denen der Volkswagen Konzern aktiv ist, nach Kontinenten Europa Anzahl 35 35 Nord- und Südamerika, Afrika, Asien, Australien Anzahl 37 37 Fertigungsstätten weltweit Anzahl 115 119 davon Fertigungsstätten der Volkswagen AG Anzahl 6 6 Anzahl der Mitarbeiter im Volkswagen Konzern nach Kontinenten | GRI 2-7 Europa Anzahl 493.629 490.777 Amerika Anzahl 77.430 73.236 Afrika Anzahl 5.717 5.702 Asien Anzahl 105.644 104.574 Australien Anzahl 1.605 1.516 Gesamtbelegschaft (davon Volkswagen AG) | GRI 2-7 Anzahl 684.025 (116.063) 675.805 (116.677) Anzahl der Mitarbeiter im Volkswagen Konzern nach Art der Beschäftigung | GRI 2-7, 2-8 befristete Mitarbeiter Anzahl 27.640 25.536 unbefristete Mitarbeiter Anzahl 656.385 650.269 Leiharbeitnehmer Anzahl 27.974 26.171 Auszubildende Anzahl 17.081 16.590 in der Volkswagen AG Anzahl 4.374 4.452 Altersstruktur der Mitarbeiter des Volkswagen Konzerns | GRI 405-1 Frauen/ Männer Frauen/ Männer < 20 Jahre in % 0,3/1,2 0,3/1,2 20–29 Jahre in % 3,5/11,6 3,4/12,2 30–39 Jahre in % 5,8/24,8 5,6/25,0 40–49 Jahre in % 4,9/21,1 4,7/21,1 50–59 Jahre in % 3,5/17,9 3,4/17,8 > 60 Jahre in % 0,7/4,8 0,7/4,6 Frauenanteil im Volkswagen Konzern | GRI 405-1 Management, gesamt in % 18,7 16,8 Auszubildende, gesamt in % 20,6 20,3 ohne Scania und Navistar Volkswagen Konzern, gesamt in % 18,7 18,1 Frauenanteil in der Volkswagen AG | GRI 405-1 Management, gesamt in % 17,3 15,9 Auszubildende, gesamt in % 25,1 25,0 Volkswagen AG, gesamt in % 18,6 18,3 1 Auf die Angabe der Kategorie „divers“ in den Kennzahlen wird verzichtet, da die Gesamtzahl zu gering ist, um in den prozentualen Aufteilungen sichtbar zu werden. 101 Inhalt Unternehmens-DNA | Dekarbonisierung | Kreislaufwirtschaft | Menschen in der Transformation | Vielfalt | Integrität und Compliance | Lieferkette und Menschenrechte Kennzahlen Menschen in der Transformation1 Einheit 2023 2022 Hinweise und Kommentare Fluktuation in der Volkswagen AG | GRI 401-1 Frauen in % 0,6 0,5 Männer in % 0,7 0,6 Stimmungsbarometer teilnehmende Gesellschaften Anzahl 129 159 beteiligte Länder Anzahl 48 49 teilnahmeberechtigte Mitarbeiter Anzahl 588.072 614.142 teilnehmende Mitarbeiter Anzahl 464.749 475.778 Anteil teilnehmender Mitarbeiter in % 79 77 interne Arbeitgeberattraktivität Indexwert 86,0 86,6 interne Arbeitgeberattraktivität in der Volkswagen AG Indexwert 84,7 87,1 Stimmungsindex Indexwert 82,5 82,4 Stimmungsindex in der Volkswagen AG Indexwert 75,8 76,2 Ideenmanagement in der Volkswagen AG eingereichte Ideen Anzahl 15.363 13.953 Einsparungen in Mio. € 42,56 38,0 Qualifizierungen2 | GRI 404-1 im Volkswagen Konzern Weiterbildungsstunden pro Mitarbeiter durch schnittliche Stunden anzahl 22,1 20,1 zeitlicher Umfang Mio.",fragwürdige Nachhaltigkeitsaussage,0.4350537955760956,"['fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung', 'konkrete Maßnahme']","[0.4350537955760956, 0.2944117486476898, 0.270534485578537]","GRI 403-1, 403-2, 403-4, 403-6, 403-8, 403-9 Inhalt Unternehmens-DNA | Dekarbonisierung | Kreislaufwirtschaft | Menschen in der Transformation | Vielf"
"Vorjahreswerte angepasst. 102 Inhalt Unternehmens-DNA | Dekarbonisierung | Kreislaufwirtschaft | Menschen in der Transformation | Vielfalt | Integrität und Compliance | Lieferkette und Menschenrechte 3 Scope: In der Konzernbetrachtung sind im Berichtsjahr folgende Standorte nicht enthalten: Volkswagen Transmission (Shanghai) Co., Ltd. und Innovative Charging Solutions (Suzhou) New Energy Technology Co., Ltd.",fragwürdige Nachhaltigkeitsaussage,0.5016582012176514,"['fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung', 'konkrete Maßnahme']","[0.5016582012176514, 0.2599322199821472, 0.23840956389904022]",Vorjahreswerte angepasst. 102 Inhalt Unternehmens-DNA | Dekarbonisierung | Kreislaufwirtschaft | Menschen in der Transformation | Vielfalt | Integritä
"Vorjahreswert nicht angepasst 103 Inhalt Unternehmens-DNA | Dekarbonisierung | Kreislaufwirtschaft | Menschen in der Transformation | Vielfalt | Integrität und Compliance | Lieferkette und Menschenrechte Kennzahlen Menschen in der Transformation1 Einheit 2023 2022 Hinweise und Kommentare Gesundheitsprävention und Arbeitsschutz3 | GRI 403-8 Erst-Check-ups durch das Gesundheitswesen Anzahl 1.741 548 Folge-Check-ups durch das Gesundheitswesen Anzahl 5.380 2.398 Summe Check-ups Volkswagen AG seit 2010 Anzahl 88.643 84.799 Standorte des Volkswagen Konzerns mit ISO-45001-Zertifizierung Anzahl 72 61 Anteil dessen, bezogen auf Mitarbeiterzahl4 in % 51 27 Standorte der Volkswagen AG mit ISO-45001-Zertifizierung Anzahl 3 2 Die Zertifizierung für die sechs Standorte der Volkswagen AG ist bis zum Jahr 2024 geplant.",fragwürdige Nachhaltigkeitsaussage,0.4846901595592499,"['fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung', 'konkrete Maßnahme']","[0.4846901595592499, 0.2625765800476074, 0.2527332007884979]",Vorjahreswert nicht angepasst 103 Inhalt Unternehmens-DNA | Dekarbonisierung | Kreislaufwirtschaft | Menschen in der Transformation | Vielfalt | Integ
"Sie treffen sich regelmäßig, um den Austausch von Best Practices voranzutreiben und über die Umsetzung von Programmen und Maßnahmen zu beraten. Fester Bestandteil der Konzernstrategie Vielfalt wurde im Rahmen der Konzernstrategie NEW AUTO und der daraus abgeleiteten Konzerninitiative 6 als Fokus thema für Nachhaltigkeit definiert. In der Konzernrichtlinie „HR Compliance“ ist das Thema Vielfalt und Chancengleichheit verankert.",fragwürdige Nachhaltigkeitsaussage,0.34701716899871826,"['fragwürdige Nachhaltigkeitsaussage', 'konkrete Maßnahme', 'vage Behauptung']","[0.34701716899871826, 0.3391263782978058, 0.3138563930988312]","Sie treffen sich regelmäßig, um den Austausch von Best Practices voranzutreiben und über die Umsetzung von Programmen und Maßnahmen zu beraten. Fester"
Inhalt Unternehmens-DNA | Dekarbonisierung | Kreislaufwirtschaft | Menschen in der Transformation | Vielfalt | Integrität und Compliance | Lieferkette und Menschenrechte Vielfalt 105 Antidiskriminierung Wir bei Volkswagen lehnen Diskriminierung entschieden ab.,konkrete Maßnahme,0.49752092361450195,"['konkrete Maßnahme', 'fragwürdige Nachhaltigkeitsaussage', 'vage Behauptung']","[0.49752092361450195, 0.25525137782096863, 0.24722766876220703]",Inhalt Unternehmens-DNA | Dekarbonisierung | Kreislaufwirtschaft | Menschen in der Transformation | Vielfalt | Integrität und Compliance | Lieferkette
"So gehört es zu unserem Diversity-Ansatz, einen prozentualen Frauenanteil im Manage ment vorzugeben und Ziele für den Internationalisierungsgrad im Top-Management festzulegen. Zusammengefasst werden diese beiden Zahlen im Diversity-Index, der seit dem 1. Januar 2017 in Kraft ist. Der Diversity-Index ist ein Teil der Konzern strategie NEW AUTO und der Group People Strategy und wird für den gesamten Volkswagen Konzern mit seiner aktiven Belegschaft2 erhoben.",konkrete Maßnahme,0.4188600182533264,"['konkrete Maßnahme', 'vage Behauptung', 'fragwürdige Nachhaltigkeitsaussage']","[0.4188600182533264, 0.31299418210983276, 0.2681457996368408]","So gehört es zu unserem Diversity-Ansatz, einen prozentualen Frauenanteil im Manage ment vorzugeben und Ziele für den Internationalisierungsgrad im To"
